genus,species,family,demersal,benthopelagic,bathydemersal,pelagic,pelagic-neritic,pelagic-oceanic,reef-associated,epipelagic,mesopelagic,bathypelagic,abyssopelagic,marine,freshwater,brackish,anadromous,catadromous,amphidromous,potamodromous,limnodromous,oceanodromous,non-migratory,min_depth_m,max_depth_m,usual_min_depth_m,usual_max_depth_m,min_ph,max_ph,min_dh,max_dh,url
acanthoplesiops,echinatus,plesiopidae,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,8.0,34.0,,,,,,,https://www.fishbase.se/summary/Acanthoplesiops_echinatus.html
luzonichthys,earlei,serranidae,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,15.0,205.0,46.0,55.0,,,,,https://www.fishbase.ca/summary/Luzonichthys_earlei.html
labeobarbus,macrolepidotus,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Labeobarbus_macrolepidotus.html
cichlasoma,bimaculatum,cichlidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,6.5,7.0,3.0,10.0,https://www.fishbase.net.br/summary/Cichlasoma_bimaculatum.html
varicorhinus,maroccanus,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Varicorhinus_maroccanus.html
noturus,elegans,Ictaluridae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Noturus_elegans.html
pomacentrus,philippinus,pomacentridae,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,20.0,,,,,,,https://www.fishbase.se/summary/Pomacentrus_philippinus.html
cirrhilabrus,sanguineus,labridae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Cirrhilabrus_sanguineus.html
hemigrammopetersius,barnardi,alestidae,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Hemigrammopetersius_barnardi.html
chaetodon,modestus,chaetodontidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,1.0,,40.0,250.0,?,110.0,,,,,https://www.fishbase.net.br/summary/Chaetodon_modestus.html
fibramia,thermalis,apogonidae,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,0.0,20.0,0.0,12.0,,,,,https://www.fishbase.se/summary/Fibramia_thermalis.html
aplodinotus,grunniens,sciaenidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,30.0,?,,,,,,,https://www.fishbase.ca/summary/Aplodinotus_grunniens.html
chelaethiops,bibie,cyprinidae,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,7.0,7.8,10.0,20.0,https://www.fishbase.ca/summary/Chelaethiops_bibie.html
upeneus,francisi,mullidae,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,2.0,20.0,,,,,,,https://www.fishbase.se/summary/Upeneus_francisi.html
bagre,pinnimaculatus,ariidae,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Bagre_pinnimaculatus.html
hyphessobrycon,poecilioides,characidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Hyphessobrycon_poecilioides.html
acanthurus,tractus,acanthuridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,11.0,45.0,,,,,,,https://www.fishbase.de/summary/Acanthurus_tractus.html
carangoides,plagiotaenia,carangidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,200.0,,,,,,,https://www.fishbase.net.br/summary/Carangoides_plagiotaenia.html
neobythites,vityazi,ophidiidae,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,280.0,760.0,,,,,,,https://www.fishbase.ca/summary/Neobythites_vityazi.html
ptychochromis,oligacanthus,cichlidae,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Ptychochromis_oligacanthus.html
hyporhamphus,quoyi,hemiramphidae,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,0.0,?,,,,,,,https://www.fishbase.se/summary/Hyporhamphus_quoyi.html
neopomacentrus,anabatoides,pomacentridae,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,2.0,15.0,,,,,,,https://www.fishbase.ca/summary/Neopomacentrus_anabatoides.html
barbodes,lateristriga,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,6.0,6.5,,,https://www.fishbase.de/summary/Barbodes_lateristriga.html
apogon,pseudomaculatus,apogonidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,100.0,,,,,,,https://www.fishbase.net.br/summary/Apogon_pseudomaculatus.html
sebastapistes,galactacma,Scorpaenidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,?,200.0,,,,,,,https://www.fishbase.se/summary/Sebastapistes_galactacma.html
pseudamia,amblyuroptera,apogonidae,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,0.0,30.0,2.0,3.0,,,,,https://www.fishbase.ca/summary/Pseudamia_amblyuroptera.html
ecsenius,midas,blenniidae,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,2.0,40.0,,,,,,,https://www.fishbase.ca/summary/Ecsenius_midas.html
astronesthes,chrysophekadion,stomiidae,,,,,,,,,,1.0,,1.0,,,,,,,,,,100.0,1120.0,,,,,,,https://www.fishbase.se/summary/Astronesthes_chrysophekadion.html
hybognathus,nuchalis,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Hybognathus_nuchalis.html
polynemus,paradiseus,polynemidae,1.0,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,?,25.0,,,,,,,https://www.fishbase.de/summary/Polynemus_paradiseus.html
chaetodon,flavocoronatus,chaetodontidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,36.0,75.0,,,,,,,https://www.fishbase.se/summary/Chaetodon_flavocoronatus.html
homalopteroides,modestus,balitoridae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Homalopteroides_modestus.html
pseudoplatystoma,magdaleniatum,pimelodidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Pseudoplatystoma_magdaleniatum.html
platax,orbicularis,ephippidae,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,0.0,30.0,,,,,,,https://www.fishbase.ca/summary/Platax_orbicularis.html
anematichthys,apogon,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Anematichthys_apogon.html
istigobius,rigilius,gobiidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,30.0,,,,,,,https://www.fishbase.ca/summary/Istigobius_rigilius.html
crenicichla,johanna,cichlidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Crenicichla_johanna.html
plectorhinchus,flavomaculatus,haemulidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,2.0,80.0,,,,,,,https://www.fishbase.net.br/summary/Plectorhinchus_flavomaculatus.html
helcogramma,springeri,tripterygiidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,12.0,3.0,10.0,,,,,https://www.fishbase.ca/summary/Helcogramma_springeri.html
anarhichas,lupus,anarhichadidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,600.0,18.0,110.0,,,,,https://www.fishbase.ca/summary/Anarhichas_lupus.html
parachondrostoma,toxostoma,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Parachondrostoma_toxostoma.html
nemipterus,furcosus,nemipteridae,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,1.0,8.0,110.0,,,,,,,https://www.fishbase.ca/summary/Nemipterus_furcosus.html
eviota,karaspila,gobiidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,3.0,23.0,,,,,,,https://www.fishbase.de/summary/Eviota_karaspila.html
corydoras,trilineatus,callichthyidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,6.0,8.0,5.0,19.0,https://www.fishbase.se/summary/Corydoras_trilineatus.html
enteromius,zalbiensis,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Enteromius_zalbiensis.html
melanogrammus,aeglefinus,gadidae,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,10.0,450.0,10.0,200.0,,,,,https://www.fishbase.se/summary/Melanogrammus_aeglefinus.html
megalodoras,uranoscopus,doradidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Megalodoras_uranoscopus.html
mylesinus,paraschomburgkii,serrasalmidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Mylesinus_paraschomburgkii.html
engyprosopon,arenicola,bothidae,1.0,,,,,,,,,,,1.0,,,,,,,,,,6.0,15.0,,,,,,,https://www.fishbase.se/summary/Engyprosopon_arenicola.html
steindachneridion,doceanum,pimelodidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Steindachneridion_doceanum.html
nannatherina,balstoni,percichthyidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,6.0,6.5,5.0,10.0,https://www.fishbase.ca/summary/Nannatherina_balstoni.html
psammoperca,waigiensis,latidae,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,3.0,12.0,,,,,,,https://www.fishbase.se/summary/Psammoperca_waigiensis.html
poecilia,latipinna,poeciliidae,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,0.0,?,,,,,,,https://www.fishbase.ca/summary/Poecilia_latipinna.html
amblygobius,bynoensis,gobiidae,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Amblygobius_bynoensis.html
dagetichthys,commersonnii,soleidae,1.0,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,https://www.fishbase.se/summary/Dagetichthys_commersonnii.html
psectrogaster,curviventris,curimatidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Psectrogaster_curviventris.html
amblyglyphidodon,aureus,pomacentridae,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,0.0,60.0,12.0,45.0,,,,,https://www.fishbase.ca/summary/Amblyglyphidodon_aureus.html
odontocharacidium,aphanes,crenuchidae,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,5.8,7.0,,,https://www.fishbase.se/summary/Odontocharacidium_aphanes.html
cirrhilabrus,lubbocki,labridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,4.0,45.0,5.0,30.0,,,,,https://www.fishbase.ca/summary/Cirrhilabrus_lubbocki.html
ctenopharyngodon,idella,cyprinidae,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,1.0,,,,0.0,30.0,,,,,,,https://www.fishbase.de/summary/Ctenopharyngodon_idella.html
polydactylus,persicus,polynemidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,?,10.0,,,,,,,https://www.fishbase.net.br/summary/Polydactylus_persicus.html
pentapodus,trivittatus,nemipteridae,,,,,,,1.0,,,,,1.0,,,,,,,,,,2.0,30.0,,,,,,,https://www.fishbase.se/summary/Pentapodus_trivittatus.html
malacoctenus,aurolineatus,labrisomidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,5.0,,,,,,,https://www.fishbase.ca/summary/Malacoctenus_aurolineatus.html
petrocephalus,levequei,mormyridae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Petrocephalus_levequei.html
megaleporinus,obtusidens,anostomidae,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,https://www.fishbase.se/summary/Megaleporinus_obtusidens.html
parodon,caliensis,hemiodontidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Parodon_caliensis.html
enteromius,dialonensis,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Enteromius_dialonensis.html
brephostoma,carpenteri,epigonidae,,,1.0,,,,,,,,,1.0,,,,,,,,,,500.0,2782.0,,,,,,,https://www.fishbase.se/summary/Brephostoma_carpenteri.html
cyphomyrus,discorhynchus,mormyridae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Cyphomyrus_discorhynchus.html
osteochilus,microcephalus,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,6.5,7.5,12.0,20.0,https://www.fishbase.ca/summary/Osteochilus_microcephalus.html
iniistius,bimaculatus,labridae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,21.0,,,,,,,https://www.fishbase.ca/summary/Iniistius_bimaculatus.html
cottus,confusus,Cottidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Cottus_confusus.html
lates,calcarifer,latidae,1.0,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,10.0,40.0,,,,,,,https://www.fishbase.ca/summary/Lates_calcarifer.html
lepidozygus,tapeinosoma,pomacentridae,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,30.0,,,,,,,https://www.fishbase.de/summary/Lepidozygus_tapeinosoma.html
parajulis,poecilepterus,labridae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Parajulis_poecilepterus.html
trimma,naudei,gobiidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,3.0,30.0,3.0,30.0,,,,,https://www.fishbase.ca/summary/Trimma_naudei.html
paramormyrops,sphekodes,mormyridae,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Paramormyrops_sphekodes.html
characidium,declivirostre,crenuchidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Characidium_declivirostre.html
pseudorhombus,malayanus,paralichthyidae,1.0,,,,,,,,,,,1.0,,,,,,,,,,20.0,27.0,,,,,,,https://www.fishbase.se/summary/Pseudorhombus_malayanus.html
ostorhinchus,apogonoides,apogonidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,3.0,60.0,10.0,34.0,,,,,https://www.fishbase.ca/summary/Ostorhinchus_apogonoides.html
cheilopogon,arcticeps,exocoetidae,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,1.0,,0.0,20.0,,,,,,,https://www.fishbase.de/summary/Cheilopogon_arcticeps.html
gobionellus,stomatus,gobiidae,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Gobionellus_stomatus.html
oreochromis,squamipinnis,cichlidae,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Oreochromis_squamipinnis.html
bodianus,axillaris,labridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,2.0,100.0,2.0,40.0,,,,,https://www.fishbase.ca/summary/Bodianus_axillaris.html
acanthurus,pyroferus,acanthuridae,,,,,,,1.0,,,,,1.0,,,,,,,,,,0.0,60.0,5.0,40.0,,,,,https://www.fishbase.se/summary/Acanthurus_pyroferus.html
etheostoma,olmstedi,percidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Etheostoma_olmstedi.html
chirodactylus,brachydactylus,cheilodactylidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,240.0,,,,,,,https://www.fishbase.de/summary/Chirodactylus_brachydactylus.html
plesiops,genaricus,plesiopidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Plesiops_genaricus.html
papilloculiceps,longiceps,platycephalidae,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,15.0,,,,,,,https://www.fishbase.se/summary/Papilloculiceps_longiceps.html
barbus,reinii,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Barbus_reinii.html
brienomyrus,brachyistius,mormyridae,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Brienomyrus_brachyistius.html
rhinecanthus,assasi,balistidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Rhinecanthus_assasi.html
asterorhombus,intermedius,bothidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,96.0,,,,,,,https://www.fishbase.ca/summary/Asterorhombus_intermedius.html
thalassoma,quinquevittatum,labridae,,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,40.0,1.0,5.0,,,,,https://www.fishbase.de/summary/Thalassoma_quinquevittatum.html
parablennius,ruber,Blenniidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,2.0,20.0,5.0,?,,,,,https://www.fishbase.net.br/summary/Parablennius_ruber.html
harengula,jaguana,clupeidae,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,?,22.0,1.0,5.0,,,,,https://www.fishbase.se/summary/Harengula_jaguana.html
corydoras,hastatus,callichthyidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,6.0,8.0,5.0,19.0,https://www.fishbase.ca/summary/Corydoras_hastatus.html
plotosus,limbatus,plotosidae,1.0,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,https://www.fishbase.ca/summary/Plotosus_limbatus.html
hemigrammus,arua,characidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,2.0,,,,,,,https://www.fishbase.se/summary/Hemigrammus_arua.html
upeneus,margarethae,mullidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,8.0,50.0,,,,,,,https://www.fishbase.ca/summary/Upeneus_margarethae.html
hemigrammus,barrigonae,characidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,5.8,7.0,,,https://www.fishbase.de/summary/Hemigrammus_barrigonae.html
haplochromis,beadlei,cichlidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Haplochromis_beadlei.html
chaetodon,lunulatus,chaetodontidae,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,60.0,,,,,,,https://www.fishbase.net.br/summary/Chaetodon_lunulatus.html
iracundus,signifer,scorpaenidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,20.0,110.0,,,,,,,https://www.fishbase.ca/summary/Iracundus_signifer.html
acanthocybium,solandri,scombridae,,,,1.0,,1.0,,1.0,,,,1.0,1.0,,,,,,,1.0,,0.0,20.0,0.0,12.0,,,,,https://www.fishbase.ca/summary/Acanthocybium_solandri.html
notropis,buccula,Cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Notropis_buccula.html
leuciscus,leuciscus,cyprinidae,,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,,1.0,?,,,6.0,8.0,,,https://www.fishbase.se/summary/Leuciscus_leuciscus.html
rachoviscus,crassiceps,characidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,5.6,7.2,,,https://www.fishbase.ca/summary/Rachoviscus_crassiceps.html
foetorepus,agassizii,callionymidae,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,48.0,700.0,250.0,?,,,,,https://www.fishbase.net.br/summary/Foetorepus_agassizii.html
labeobarbus,lagensis,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Labeobarbus_lagensis.html
gambusia,hurtadoi,Poeciliidae,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,10.0,15.0,https://www.fishbase.ca/summary/Gambusia_hurtadoi.html
carangoides,chrysophrys,carangidae,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,10.0,90.0,30.0,60.0,,,,,https://www.fishbase.ca/summary/Carangoides_chrysophrys.html
dascyllus,flavicaudus,pomacentridae,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,3.0,40.0,,,,,,,https://www.fishbase.se/summary/Dascyllus_flavicaudus.html
anostomus,brevior,anostomidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Anostomus_brevior.html
acanthemblemaria,rivasi,chaenopsidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Acanthemblemaria_rivasi.html
spatuloricaria,gymnogaster,loricariidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Spatuloricaria_gymnogaster.html
lethrinus,rubrioperculatus,Lethrinidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,10.0,198.0,,,,,,,https://www.fishbase.net.br/summary/Lethrinus_rubrioperculatus.html
chaetodon,guttatissimus,chaetodontidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,3.0,30.0,,,,,,,https://www.fishbase.ca/summary/Chaetodon_guttatissimus.html
acanthurus,reversus,acanthuridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,4.0,15.0,,,,,,,https://www.fishbase.ca/summary/Acanthurus_reversus.html
pyrrhulina,lugubris,lebiasinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Pyrrhulina_lugubris.html
betta,edithae,osphronemidae,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,0.0,?,,,6.5,7.5,,,https://www.fishbase.de/summary/Betta_edithae.html
chaetodon,auripes,chaetodontidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,30.0,,,,,,,https://www.fishbase.net.br/summary/Chaetodon_auripes.html
girardinichthys,multiradiatus,goodeidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,6.0,7.5,,,https://www.fishbase.ca/summary/Girardinichthys_multiradiatus.html
brycon,atrocaudatus,bryconidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Brycon_atrocaudatus.html
gephyrocharax,valencia,characidae,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,6.0,7.5,,,https://www.fishbase.ca/summary/Gephyrocharax_valencia.html
oncorhynchus,mykiss,Salmonidae,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,0.0,200.0,,,,,,,https://www.fishbase.se/summary/Oncorhynchus_mykiss.html
thymallus,arcticus,salmonidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,30.0,?,,,,,,,https://www.fishbase.ca/summary/Thymallus_arcticus.html
polypterus,senegalus,polypteridae,1.0,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,6.0,8.0,5.0,19.0,https://www.fishbase.de/summary/Polypterus_senegalus.html
schedophilus,pemarco,centrolophidae,,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,50.0,500.0,100.0,500.0,,,,,https://www.fishbase.net.br/summary/Schedophilus_pemarco.html
serranochromis,stappersi,cichlidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Serranochromis_stappersi.html
praealticus,margaritarius,blenniidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Praealticus_margaritarius.html
siganus,rivulatus,siganidae,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,30.0,,,,,,,https://www.fishbase.se/summary/Siganus_rivulatus.html
andamia,reyi,Blenniidae,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,0.0,3.0,,,,,,,https://www.fishbase.se/summary/Andamia_reyi.html
cephalopholis,sexmaculata,serranidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,0.0,150.0,,,,,,,https://www.fishbase.de/summary/Cephalopholis_sexmaculata.html
cheilodipterus,quinquelineatus,apogonidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,40.0,,,,,,,https://www.fishbase.net.br/summary/Cheilodipterus_quinquelineatus.html
lamprologus,congoensis,cichlidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,6.0,8.0,5.0,19.0,https://www.fishbase.ca/summary/Lamprologus_congoensis.html
ostorhinchus,moluccensis,apogonidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,3.0,30.0,,,,,,,https://www.fishbase.ca/summary/Ostorhinchus_moluccensis.html
odontesthes,regia,atherinopsidae,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,https://www.fishbase.ca/summary/Odontesthes_regia.html
cottus,asperrimus,cottidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.se/summary/Cottus_asperrimus.html
cirrhilabrus,johnsoni,labridae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,18.0,28.0,,,,,,,https://www.fishbase.ca/summary/Cirrhilabrus_johnsoni.html
devario,regina,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.de/summary/Devario_regina.html
pseudocheilinus,ocellatus,labridae,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,20.0,100.0,,,,,,,https://www.fishbase.se/summary/Pseudocheilinus_ocellatus.html
chirolophis,japonicus,stichaeidae,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Chirolophis_japonicus.html
labiobarbus,leptocheilus,cyprinidae,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,https://www.fishbase.ca/summary/Labiobarbus_leptocheilus.html
lutjanus,semicinctus,lutjanidae,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,0.0,36.0,,,,,,,https://www.fishbase.ca/summary/Lutjanus_semicinctus.html
enneapterygius,tutuilae,tripterygiidae,,,,,,,1.0,,,,,1.0,,,,,,,,,,0.0,55.0,,,,,,,https://www.fishbase.se/summary/Enneapterygius_tutuilae.html
blenniella,interrupta,blenniidae,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,0.0,2.0,0.0,1.0,,,,,https://www.fishbase.se/summary/Blenniella_interrupta.html
hexagrammos,stelleri,hexagrammidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,300.0,,,,,,,https://www.fishbase.de/summary/Hexagrammos_stelleri.html
trachydoras,paraguayensis,doradidae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,6.0,7.0,5.0,18.0,https://www.fishbase.ca/summary/Trachydoras_paraguayensis.html
dallia,pectoralis,umbridae,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,https://www.fishbase.net.br/summary/Dallia_pectoralis.html
acyrtus,rubiginosus,gobiesocidae,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,4.0,,,,,,,https://www.fishbase.ca/summary/Acyrtus_rubiginosus.html
opistognathus,brochus,Opistognathidae,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,20.0,82.0,,,,,,,https://www.fishbase.ca/summary/Opistognathus_brochus.html
